DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_timestamp,Year,Wildfire Event
211411995,05/19/2021 12:00:00 AM,2021-05-18,1200,14,Pacific,1445,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,31,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,331.0,,,,3800    MOORE                        ST,,33.9997,-118.44,2021-05-18 12:00:00,2021,1
211200621,05/14/2021 12:00:00 AM,2021-05-14,1930,12,77th Street,1241,1,210,ROBBERY,1402 0337 0421 0344 1309 0503 0449 0913 0363 0446,41,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,AA,Adult Arrest,210.0,,,,6500    WEST                         BL,,33.9802,-118.3352,2021-05-14 19:30:00,2021,1
210708854,05/19/2021 12:00:00 AM,2021-05-19,1345,7,Wilshire,724,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0352 0344 0325,20,M,O,203.0,OTHER BUSINESS,,,AA,Adult Arrest,341.0,,,,100    THE GROVE                    DR,,34.0747,-118.3563,2021-05-19 13:45:00,2021,1
211212578,05/21/2021 12:00:00 AM,2021-05-19,545,12,77th Street,1232,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5900    3RD                          AV,,33.9855,-118.3206,2021-05-19 05:45:00,2021,1
211212505,05/19/2021 12:00:00 AM,2021-05-18,300,12,77th Street,1256,1,330,BURGLARY FROM VEHICLE,0344 1609,20,F,B,203.0,OTHER BUSINESS,,,IC,Invest Cont,330.0,,,,W  76TH                         ST,S  VERMONT                      AV,33.9707,-118.2916,2021-05-18 03:00:00,2021,1
210708753,05/14/2021 12:00:00 AM,2021-05-14,1615,7,Wilshire,774,2,624,BATTERY - SIMPLE ASSAULT,0416,49,F,O,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1800 S  LA BREA                      AV,,34.042,-118.3469,2021-05-14 16:15:00,2021,1
210909761,05/27/2021 12:00:00 AM,2021-05-23,1700,9,Van Nuys,969,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1822 0385 0344,48,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,5300    LONGRIDGE                    AV,,34.1667,-118.4209,2021-05-23 17:00:00,2021,1
210809390,05/17/2021 12:00:00 AM,2021-05-17,400,8,West LA,859,1,330,BURGLARY FROM VEHICLE,0329 1307 0344 0346,25,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1600 S  BEDFORD                      ST,,34.0485,-118.3814,2021-05-17 04:00:00,2021,1
210708859,05/20/2021 12:00:00 AM,2021-05-20,330,7,Wilshire,713,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0445,25,F,B,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,BEVERLY,GARDNER,34.0762,-118.3532,2021-05-20 03:30:00,2021,1
210509436,05/23/2021 12:00:00 AM,2021-05-23,1310,5,Harbor,508,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0446 0449 0416 0429 0431 1218 1309,40,F,W,108.0,PARKING LOT,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,SEPULVEDA,WESTERN,33.8169,-118.3088,2021-05-23 13:10:00,2021,1
211412486,05/30/2021 12:00:00 AM,2021-05-28,1800,14,Pacific,1497,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,36,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,5400 W  CENTURY                      BL,,33.9453,-118.3747,2021-05-28 18:00:00,2021,1
210809398,05/17/2021 12:00:00 AM,2021-05-17,1230,8,West LA,858,1,350,"THEFT, PERSON",0400 0344 2004 1202 0346,63,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,8800 W  PICO                         BL,,34.0548,-118.3837,2021-05-17 12:30:00,2021,1
211413534,06/18/2021 12:00:00 AM,2021-05-25,1430,14,Pacific,1444,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,75,F,B,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,4300    LINCOLN                      BL,,33.9846,-118.4428,2021-05-25 14:30:00,2021,1
211007967,05/14/2021 12:00:00 AM,2021-05-14,400,10,West Valley,1011,1,210,ROBBERY,1822 0302 0344 0202 0334 0209 0324,0,M,W,301.0,GAS STATION,101.0,REVOLVER,AO,Adult Other,210.0,,,,19300    SATICOY                      ST,,34.2084,-118.5535,2021-05-14 04:00:00,2021,1
211607810,05/15/2021 12:00:00 AM,2021-05-15,440,16,Foothill,1601,1,761,BRANDISH WEAPON,0334 1822 1309,35,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,761.0,,,,11500    GLENOAKS                     BL,,34.2821,-118.4206,2021-05-15 04:40:00,2021,1
212109560,06/01/2021 12:00:00 AM,2021-05-28,1530,21,Topanga,2183,2,946,OTHER MISCELLANEOUS CRIME,1402,64,F,W,701.0,HOSPITAL,,,IC,Invest Cont,946.0,998.0,,,23300    MULHOLLAND                   DR,,34.1548,-118.6333,2021-05-28 15:30:00,2021,1
210913607,09/02/2021 12:00:00 AM,2021-05-19,200,9,Van Nuys,998,1,330,BURGLARY FROM VEHICLE,0344,52,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,13000    GREENLEAF                    ST,,34.1436,-118.4168,2021-05-19 02:00:00,2021,1
211412648,05/29/2021 12:00:00 AM,2021-05-28,2315,14,Pacific,1483,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,25,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,8700    PERSHING                     DR,,33.9538,-118.4407,2021-05-28 23:15:00,2021,1
211310025,05/21/2021 12:00:00 AM,2021-05-21,1325,13,Newton,1317,2,888,TRESPASSING,0913 2004,0,M,W,401.0,MINI-MART,,,IC,Invest Cont,888.0,,,,1300 E  WASHINGTON                   BL,,0.0,0.0,2021-05-21 13:25:00,2021,1
210111038,05/28/2021 12:00:00 AM,2021-05-23,600,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822 1307 0601,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,2ND                          ST,LOS ANGELES,34.051,-118.2445,2021-05-23 06:00:00,2021,1
211509796,05/27/2021 12:00:00 AM,2021-05-27,130,15,N Hollywood,1538,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0400 0416,40,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,5700    ELMER                        AV,,34.174,-118.3763,2021-05-27 01:30:00,2021,1
210110986,05/28/2021 12:00:00 AM,2021-05-27,2330,1,Central,164,1,330,BURGLARY FROM VEHICLE,1609 1822 0377 0386 1307 0344 0329,52,M,W,102.0,SIDEWALK,,,IC,Invest Cont,330.0,,,,600 S  LOS ANGELES                  ST,,34.0446,-118.2507,2021-05-27 23:30:00,2021,1
210209972,05/26/2021 12:00:00 AM,2021-05-26,2250,2,Rampart,231,2,625,OTHER ASSAULT,1202 0356 0913 1817,72,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,625.0,,,,100 N  VENDOME                      ST,,34.0718,-118.2822,2021-05-26 22:50:00,2021,1
211412023,05/20/2021 12:00:00 AM,2021-05-20,1400,14,Pacific,1475,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,56,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,,,,7400    AGNEW                        AV,,33.9714,-118.4092,2021-05-20 14:00:00,2021,1
211008052,05/15/2021 12:00:00 AM,2021-05-14,1900,10,West Valley,1017,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 1822 0344,49,M,B,101.0,STREET,,,IC,Invest Cont,420.0,,,,7300    OAK PARK                     AV,,34.2029,-118.505,2021-05-14 19:00:00,2021,1
211908886,05/19/2021 12:00:00 AM,2021-05-19,2225,19,Mission,1902,1,310,BURGLARY,0329 0321 1609,0,X,X,217.0,AUTO REPAIR SHOP,302.0,BLUNT INSTRUMENT,IC,Invest Cont,310.0,,,,15000    OLIVE VIEW                   DR,,34.3247,-118.4601,2021-05-19 22:25:00,2021,1
210110708,05/22/2021 12:00:00 AM,2021-05-22,1630,1,Central,163,1,350,"THEFT, PERSON",0344,55,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,700 S  BROADWAY,,34.0444,-118.2541,2021-05-22 16:30:00,2021,1
211700672,05/16/2021 12:00:00 AM,2021-05-16,30,17,Devonshire,1762,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1419 1309 0202 0334 1407 1402 0430 1100 1822 1266,31,M,H,207.0,BAR/COCKTAIL/NIGHTCLUB,102.0,HAND GUN,AA,Adult Arrest,230.0,998.0,,,20900    LASSEN                       ST,,34.25,-118.5893,2021-05-16 00:30:00,2021,1
210912915,08/16/2021 12:00:00 AM,2021-05-16,1020,9,Van Nuys,906,1,210,ROBBERY,0344 0416 0446 1309 0913 0562,54,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,7200    LENNOX                       AV,,34.2012,-118.4462,2021-05-16 10:20:00,2021,1
211310047,05/22/2021 12:00:00 AM,2021-05-21,1640,13,Newton,1317,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,38,F,B,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,1400 S  ALAMEDA                      ST,,34.0245,-118.244,2021-05-21 16:40:00,2021,1
210209429,05/14/2021 12:00:00 AM,2021-05-14,1245,2,Rampart,201,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,800 N  KENMORE                      AV,,34.0858,-118.297,2021-05-14 12:45:00,2021,1
210709178,05/28/2021 12:00:00 AM,2021-05-28,1755,7,Wilshire,767,1,210,ROBBERY,0913 1218 1300 1309 0416 0446 2000 1814 2004,22,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,4000    VENICE                       BL,,34.0457,-118.3255,2021-05-28 17:55:00,2021,1
210809658,05/25/2021 12:00:00 AM,2021-05-25,1610,8,West LA,813,1,310,BURGLARY,0344 1402 1609 1822 0352 0351 0321 1420,53,M,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,998.0,,,100 N  BOWLING GREEN                WY,,34.0594,-118.4771,2021-05-25 16:10:00,2021,1
210809380,05/16/2021 12:00:00 AM,2021-05-16,1300,8,West LA,854,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,30,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,PONTIUS                      AV,MISSOURI                     AV,34.0456,-118.4434,2021-05-16 13:00:00,2021,1
212009637,05/25/2021 12:00:00 AM,2021-05-25,800,20,Olympic,2063,2,888,TRESPASSING,0913 2000,23,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888.0,,,,1200 S  WESTERN                      AV,,34.0491,-118.3091,2021-05-25 08:00:00,2021,1
210708721,05/14/2021 12:00:00 AM,2021-05-14,1550,7,Wilshire,775,1,110,CRIMINAL HOMICIDE,1402 1407 1419 1822 1100 0430 0906 1309 1270,20,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,4800    MASCOT                       ST,,34.0408,-118.3435,2021-05-14 15:50:00,2021,1
211708776,05/25/2021 12:00:00 AM,2021-05-19,1800,17,Devonshire,1751,2,624,BATTERY - SIMPLE ASSAULT,0416 0447 1218 2004 0913 1817,47,F,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,10000    OLD DEPOT PLAZA              RD,,34.25,-118.599,2021-05-19 18:00:00,2021,1
212009166,05/15/2021 12:00:00 AM,2021-05-15,130,20,Olympic,2024,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 0432 0319,41,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,500 S  HARVARD                      BL,,34.0642,-118.3041,2021-05-15 01:30:00,2021,1
210610260,05/25/2021 12:00:00 AM,2021-05-25,1425,6,Hollywood,676,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0400 0913,21,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,5700    CAMERFORD                    AV,,34.0844,-118.3244,2021-05-25 14:25:00,2021,1
210610986,06/09/2021 12:00:00 AM,2021-05-21,1900,6,Hollywood,676,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700    COLE                         AV,,34.0835,-118.3299,2021-05-21 19:00:00,2021,1
210110983,05/28/2021 12:00:00 AM,2021-05-28,1145,1,Central,152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2014 0344 2032,25,F,C,503.0,HOTEL,,,IC,Invest Cont,440.0,,,,600 S  OLIVE                        ST,,34.0476,-118.2546,2021-05-28 11:45:00,2021,1
211212364,05/17/2021 12:00:00 AM,2021-05-17,1020,12,77th Street,1239,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0216 0329 0910,42,M,B,801.0,MTA BUS,,,IC,Invest Cont,740.0,,,,SLAUSON                      AV,FIGUEROA                     ST,33.9892,-118.2827,2021-05-17 10:20:00,2021,1
210110623,05/20/2021 12:00:00 AM,2021-05-20,730,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0334 0910 2034 2004,36,F,B,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440.0,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375,2021-05-20 07:30:00,2021,1
210110676,05/22/2021 12:00:00 AM,2021-05-22,250,1,Central,195,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,27,M,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,17TH                         ST,LOS ANGELES,34.0325,-118.2625,2021-05-22 02:50:00,2021,1
210609920,05/17/2021 12:00:00 AM,2021-05-17,2130,6,Hollywood,637,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0400 0417 1822 1501,34,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,CARLOS                       AV,VISTA DEL MAR                AV,34.1028,-118.3239,2021-05-17 21:30:00,2021,1
211411997,05/19/2021 12:00:00 AM,2021-05-19,1109,14,Pacific,1488,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,M,H,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,5700 W  CENTURY                      BL,,33.9456,-118.3797,2021-05-19 11:09:00,2021,1
211212748,05/24/2021 12:00:00 AM,2021-05-24,2300,12,77th Street,1251,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1822 0450 0302,42,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,6800    11TH                         AV,,33.9763,-118.3294,2021-05-24 23:00:00,2021,1
211811018,05/25/2021 12:00:00 AM,2021-05-25,1735,18,Southeast,1837,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1313 1822 0450,24,X,X,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,114TH                        ST,MONITOR                      AV,33.9311,-118.2402,2021-05-25 17:35:00,2021,1
212109355,05/27/2021 12:00:00 AM,2021-05-26,250,21,Topanga,2158,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0417 0400,24,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,21200    OXNARD                       ST,,34.1837,-118.5846,2021-05-26 02:50:00,2021,1
210509121,05/14/2021 12:00:00 AM,2021-05-14,1230,5,Harbor,514,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 0602 1242 0562,54,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901.0,,,,1000 W  DENNI                        ST,,0.0,0.0,2021-05-14 12:30:00,2021,1
211811268,05/25/2021 12:00:00 AM,2021-05-25,1800,18,Southeast,1824,2,946,OTHER MISCELLANEOUS CRIME,0913 0603,44,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946.0,,,,9300 S  CENTRAL                      AV,,33.9516,-118.2553,2021-05-25 18:00:00,2021,1
210509515,05/26/2021 12:00:00 AM,2021-05-25,2200,5,Harbor,585,1,510,VEHICLE - STOLEN,,0,,,103.0,ALLEY,,,IC,Invest Cont,510.0,,,,2100 S  GRAND                        AV,,33.7243,-118.2902,2021-05-25 22:00:00,2021,1
211310666,06/01/2021 12:00:00 AM,2021-05-25,1645,13,Newton,1331,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1609,30,M,H,719.0,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,740.0,,,,400 W  30TH                         ST,,34.024,-118.2756,2021-05-25 16:45:00,2021,1
211412145,05/23/2021 12:00:00 AM,2021-05-23,600,14,Pacific,1496,2,624,BATTERY - SIMPLE ASSAULT,0913 0416,20,F,B,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9800    AIRPORT                      BL,,33.9472,-118.3909,2021-05-23 06:00:00,2021,1
210209984,05/28/2021 12:00:00 AM,2021-05-28,2120,2,Rampart,219,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 1822 0104 0325 0344 2028,0,X,X,403.0,DRUG STORE,,,AO,Adult Other,442.0,,,,1000 W  SUNSET                       BL,,34.0641,-118.2481,2021-05-28 21:20:00,2021,1
210909610,05/23/2021 12:00:00 AM,2021-05-23,1225,9,Van Nuys,916,2,624,BATTERY - SIMPLE ASSAULT,0444,48,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,13900    SHERMAN                      WY,,0.0,0.0,2021-05-23 12:25:00,2021,1
211007981,05/14/2021 12:00:00 AM,2021-05-14,1100,10,West Valley,1047,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 1300 0416 1307 1414 1310 0329,47,M,W,101.0,STREET,,,IC,Invest Cont,647.0,998.0,,,BALBOA,KILLION,34.1711,-118.5011,2021-05-14 11:00:00,2021,1
210709051,05/27/2021 12:00:00 AM,2021-05-26,1820,7,Wilshire,702,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0202 0329,29,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,800 N  ORANGE GROVE                 AV,,34.0854,-118.3605,2021-05-26 18:20:00,2021,1
211510172,06/07/2021 12:00:00 AM,2021-05-15,800,15,N Hollywood,1595,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,11900    LAURELWOOD                   DR,,34.1418,-118.3914,2021-05-15 08:00:00,2021,1
211008386,05/25/2021 12:00:00 AM,2021-05-24,1400,10,West Valley,1041,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1602,0,M,O,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,740.0,,,,5600    VANALDEN                     AV,,34.1738,-118.5501,2021-05-24 14:00:00,2021,1
210100682,05/29/2021 12:00:00 AM,2021-05-28,2200,1,Central,162,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1402 1409 1415 2034 1206 0500 1822,25,M,H,503.0,HOTEL,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,815.0,998.0,,,400 W  8TH                          ST,,34.0445,-118.2558,2021-05-28 22:00:00,2021,1
211212495,05/20/2021 12:00:00 AM,2021-05-20,940,12,77th Street,1215,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,X,X,401.0,MINI-MART,,,IC,Invest Cont,440.0,,,,5500 S  NORMANDIE                    AV,,33.9916,-118.3002,2021-05-20 09:40:00,2021,1
210509395,05/22/2021 12:00:00 AM,2021-05-22,1045,5,Harbor,528,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1400 E  PACIFIC COAST                HY,,33.7875,-118.2479,2021-05-22 10:45:00,2021,1
211811117,05/27/2021 12:00:00 AM,2021-05-27,1450,18,Southeast,1849,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1258 1822 0342 0450 1300 0856,5,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,GRAPE                        ST,114TH                        ST,33.9315,-118.2363,2021-05-27 14:50:00,2021,1
211412428,05/27/2021 12:00:00 AM,2021-05-21,825,14,Pacific,1456,1,480,BIKE - STOLEN,0344,40,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,11900    COURTLEIGH                   DR,,33.9962,-118.4198,2021-05-21 08:25:00,2021,1
210610057,05/20/2021 12:00:00 AM,2021-05-19,1230,6,Hollywood,667,1,330,BURGLARY FROM VEHICLE,0344 1822 1501 1300 0329 1607 0385,36,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,N  BRONSON                      AV,SANTA MONICA                 BL,34.0908,-118.3179,2021-05-19 12:30:00,2021,1
211608137,05/25/2021 12:00:00 AM,2021-05-24,1345,16,Foothill,1612,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1402,35,M,H,243.0,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442.0,998.0,,,13500    PAXTON                       ST,,34.2734,-118.4265,2021-05-24 13:45:00,2021,1
212108917,05/15/2021 12:00:00 AM,2021-05-14,2240,21,Topanga,2137,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 0417,37,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7200    DE SOTO                      AV,,34.2011,-118.5884,2021-05-14 22:40:00,2021,1
212009529,05/24/2021 12:00:00 AM,2021-05-23,1930,20,Olympic,2088,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1700    ORCHARD                      AV,,34.043,-118.2885,2021-05-23 19:30:00,2021,1
211212736,05/24/2021 12:00:00 AM,2021-05-22,1930,12,77th Street,1283,2,624,BATTERY - SIMPLE ASSAULT,1822 0361 0400 0416,34,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,9600 S  WESTERN                      AV,,33.948,-118.309,2021-05-22 19:30:00,2021,1
211008123,05/17/2021 12:00:00 AM,2021-05-17,1500,10,West Valley,1027,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0400 2004 0448 2002,18,F,H,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,7100    LOUISE                       AV,,34.1994,-118.5098,2021-05-17 15:00:00,2021,1
211212543,05/20/2021 12:00:00 AM,2021-05-20,600,12,77th Street,1241,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0429 0448 1309,28,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,6300    11TH                         AV,,33.9806,-118.3294,2021-05-20 06:00:00,2021,1
211411643,05/15/2021 12:00:00 AM,2021-05-14,1700,14,Pacific,1466,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0397,54,M,H,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,341.0,,,,6300 W  77TH                         ST,,33.9718,-118.3961,2021-05-14 17:00:00,2021,1
211810510,05/16/2021 12:00:00 AM,2021-05-16,400,18,Southeast,1821,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0417 0400 0416 0429 0342,31,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,95TH                         ST,FIGUEROA,33.9501,-118.2827,2021-05-16 04:00:00,2021,1
212009325,05/18/2021 12:00:00 AM,2021-05-17,745,20,Olympic,2083,1,310,BURGLARY,0344 0358 0397 1602 1822,49,M,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1700 S  HOBART                       BL,,34.0418,-118.3071,2021-05-17 07:45:00,2021,1
211411813,05/17/2021 12:00:00 AM,2021-05-17,300,14,Pacific,1432,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,49,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,1400    OAKWOOD                      AV,,33.9945,-118.4627,2021-05-17 03:00:00,2021,1
210709227,05/18/2021 12:00:00 AM,2021-05-18,1305,7,Wilshire,759,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,32,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,1100    CRENSHAW                     BL,,34.0527,-118.3241,2021-05-18 13:05:00,2021,1
210909305,05/15/2021 12:00:00 AM,2021-05-14,2000,9,Van Nuys,911,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,15500    VANOWEN                      ST,,34.1939,-118.471,2021-05-14 20:00:00,2021,1
